Category,Subcategory,Title,URL,MotionID
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre la situación de bloqueo en la puesta en marcha de los acuerdos del informe de la Subcomisión del Pacto de Estado contra la Violencia de Género, así como en el desarrollo e implementación de políticas públicas de igualdad.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000092,173/000092
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente relativa a la posición española sobre el fortalecimiento de la Unión Económica y Monetaria y el nuevo marco financiero plurianual de la UE 2021-2027.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000093,173/000093
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente relativa a las condiciones de vida y trabajo de los temporeros y temporeras de las campañas agrícolas en España.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000094,173/000094
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre el Instituto Cervantes.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000095,173/000095
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la situación política en Cataluña.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000096,173/000096
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre los propósitos del Gobierno en relación con el anuncio de la Ministra de Política Territorial y Función Pública de recuperar artículos del Estatuto de Cataluña declarados inconstitucionales por el Tribunal Constitucional.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000097,173/000097
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la reforma del modelo de financiación autonómica.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000098,173/000098
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente relativa a los problemas geotécnicos y de seguridad en el recrecimiento de la presa de Yesa y las perspectivas de transparencia y diálogo social.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000099,173/000099
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente relativa a la aplicación de la moratoria para paralizar la salida de los militares de tropa y marinería temporales al cumplir 45 años.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000101,173/000101
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre las medidas de regeneración democrática que pretende impulsar el Gobierno, entre otras la supresión de los aforamientos políticos.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000102,173/000102
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre los síntomas de desaceleración de la economía española.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000103,173/000103
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente relativa a los problemas generados por los residuos plásticos y las medidas necesarias para afrontar su reducción.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000104,173/000104
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente relativa al compromiso y acciones concretas del Gobierno con el futuro y el desarrollo de la Comunidad Foral de Navarra, sobre la base de los acuerdos contemplados en la vigente Ley de Presupuestos Generales del Estado para el año 2018.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000105,173/000105
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre la política del Gobierno en materia de medidas para el reconocimiento social, económico y profesional del profesorado.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000106,173/000106
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las medidas que piensa llevar a cabo el Gobierno para despolitizar la Administración Pública y para garantizar la profesionalidad y la imparcialidad de los nombramientos en el Sector Público.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000107,173/000107
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente relativa a garantizar el derecho a un aborto seguro, libre y gratuito para todas las mujeres.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000108,173/000108
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente al objeto de conocer cuándo va a dimitir la Ministra de Justicia y, en caso de no hacerlo, que se acuerde su cese de forma inmediata.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000109,173/000109
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la política de inversiones que el Gobierno piensa impulsar en Cataluña.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000110,173/000110
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente al objeto de conocer cuál es el compromiso de la Vicepresidenta del Gobierno y Ministra de la Presidencia, Relaciones con las Cortes e Igualdad con la defensa de la Constitución española y qué derechos y libertades pretende limitar.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000111,173/000111
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las políticas del Gobierno encaminadas a prevenir y atajar la escalada de violencia en Cataluña.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000112,173/000112
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las previsiones del Gobierno en relación con la problemática relativa a la proliferación de casas de apuestas y la orientación política sobre juegos de azar.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000113,173/000113
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre el uso de sociedades instrumentales para pagar menos impuestos por parte de miembros del Ejecutivo socialista y el compromiso del Presidente de expulsar de su partido a quien lo haga.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000114,173/000114
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la necesidad de aplicar la gratuidad de la AP-7 y asegurar la construcción de los tramos que garanticen la conexión con los pueblos colindantes.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000115,173/000115
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre el derecho a la movilidad y el transporte público, por el desarrollo y sostenibilidad de una red de ferrocarril público, ecológico, social y de calidad para una mejor competitividad, vertebración y cohesión social en nuestro país, y en particular, para conocer la orientación que pretende darle el Gobierno al sector público ferroviario en el marco de los cambios regulatorios y del avance de la logística y el transporte como áreas estratégicas de la economía.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000116,173/000116
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la actuación del Gobierno en política migratoria.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000117,173/000117
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la aplicación de medidas energéticas aprobadas en el Congreso de los Diputados.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000118,173/000118
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las diferencias territoriales dentro del sistema educativo español.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000119,173/000119
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre el impacto de las medidas que baraja el Gobierno sobre los autónomos.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000120,173/000120
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre gestión pública del agua en los municipios.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000121,173/000121
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la concesión de indultos a los líderes separatistas.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000122,173/000122
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente para que la Ministra de Justicia explique las acciones emprendidas como Ministra dirigidas a condicionar e influir en los trabajos y análisis, basados en criterios técnicos, de los funcionarios de Justicia en el desempeño de sus funciones de velar por la legalidad vigente y el interés general en el ámbito de sus responsabilidades en el Ministerio de Justicia.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000123,173/000123
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre los mecanismos de cumplimiento de los dictámenes y medidas cautelares establecidas por el Comité de Derechos Económicos, Sociales y Culturales de Naciones Unidas.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000124,173/000124
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la política del Gobierno destinada a dotar de independencia a las máximas instancias del Poder Judicial.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000126,173/000126
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre la reversión de los saltos hidroeléctricos en línea con la vertebración territorial, el interés general y la gestión pública, la transición energética, la justicia social y la seguridad jurídica.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000127,173/000127
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las políticas del Gobierno en el empleo y la formación.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000128,173/000128
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre el fenómeno de la tortura y los malos tratos en el Estado español.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000129,173/000129
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre el incumplimiento de los principios de imparcialidad, objetividad y neutralidad en la labor del Centro de Investigaciones Sociológicas.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000130,173/000130
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre las medidas de integración de inmigrantes no regularizados residentes en el Estado español y sus familias.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000131,173/000131
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la necesidad de que con carácter urgente solicite a la Comisión Europea la aplicación de la cláusula de salvaguardia del artículo 34 del Acuerdo de Asociación Económica de la Unión Europea con la Comunidad de Estados de África del Sur para que no se importen cítricos de África del Sur sin garantías de una inspección adecuada.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000132,173/000132
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente sobre la necesidad de eliminar la creciente segregación en el sistema educativo español a través de una nueva Ley de Educación.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000133,173/000133
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente al objeto de conocer cuál es el compromiso de la Vicepresidenta del Gobierno y Ministra de la Presidencia, Relaciones con las Cortes e Igualdad con la defensa de la Constitución española y de la convivencia en Cataluña.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000134,173/000134
Función de orientación política,Moción consecuencia de interpelación urgente.,Moción consecuencia de interpelación urgente para que el Gobierno explique si la reforma educativa va a garantizar el derecho a una educación de calidad y a la libertad de enseñanza.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000135,173/000135
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente sobre las negociaciones de la Vicepresidenta del Gobierno y Ministra de la Presidencia, Relaciones con las Cortes e Igualdad con el independentismo catalán.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000136,173/000136
Función de orientación política,Moción consecuencia de interpelación urgente.,"Moción consecuencia de interpelación urgente relativa a la necesidad de actuar de forma urgente ante los datos de la Organización Meteorológica Mundial, que muestran cómo los cuatro últimos años han sido los más cálidos desde que hay registros y que confirman el agravamiento del cambio climático.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=173/000137,173/000137
Función de orientación política,Moción consecuencia de interpelación urgente.,Acuerdo del Gobierno por el que se adecua el objetivo de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para 2016.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=430/000001,430/000001
Función de orientación política,Moción consecuencia de interpelación urgente.,Acuerdo del Gobierno por el que se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el periodo 2017-2019 y el límite de gasto no financiero del Presupuesto del Estado para 2017.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=430/000002,430/000002
Función de orientación política,Moción consecuencia de interpelación urgente.,"Acuerdo por el que, conforme a lo establecido en el artículo 15 de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera, se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el periodo 2018-2020 y el límite de gasto no financiero del Presupuesto del Estado para 2018.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=430/000004,430/000004
Función de orientación política,Moción consecuencia de interpelación urgente.,"Acuerdo por el que, conforme a lo establecido en el artículo 15 de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera, se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el periodo 2019-2021 y el límite de gasto no financiero del Presupuesto del Estado para 2019.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=430/000005,430/000005
Función de orientación política,Moción consecuencia de interpelación urgente.,"Acuerdo por el que, conforme a lo establecido en el artículo 15 de la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera, se fijan los objetivos de estabilidad presupuestaria y de deuda pública para el conjunto de Administraciones Públicas y de cada uno de sus subsectores para el periodo 2019-2021 y el límite de gasto no financiero del Presupuesto del Estado para 2019.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=430/000006,430/000006
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Dictamen de la Comisión del Estatuto de los Diputados sobre incompatibilidades.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=042/000009,042/000009
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Dictamen de la Comisión del Estatuto de los Diputados sobre incompatibilidades.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=042/000015,042/000015
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Dictamen de la Comisión del Estatuto de los Diputados sobre incompatibilidades.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=042/000021,042/000021
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,"Creación de la Comisión de Investigación sobre la utilización partidista en el Ministerio del Interior, bajo el mandato del Ministro Fernández Díaz, de los efectivos, medios y recursos del Departamento y de las Fuerzas y Cuerpos de Seguridad del Estado con fines políticos.",https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=152/000001,152/000001
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Creación de la Comisión de Investigación sobre la crisis financiera de España y el programa de asistencia financiera.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=152/000002,152/000002
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Creación de la Comisión de Investigación relativa a la presunta financiación ilegal del Partido Popular.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=152/000003,152/000003
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Creación de la Comisión de Investigación sobre el accidente ferroviario ocurrido en Santiago el 24 de julio de 2013.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=152/000004,152/000004
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Creación de la Comisión de Investigación relativa al accidente del vuelo JK 5022 de Spanair.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=152/000005,152/000005
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para un Pacto de Estado en materia de Violencia de Género.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000002,154/000002
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para la elaboración de un gran Pacto de Estado Social y Político por la Educación.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000003,154/000003
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para la elaboración de un Estatuto del Artista.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000004,154/000004
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para el estudio del régimen profesional de los militares de tropa y marinería de las Fuerzas Armadas.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000005,154/000005
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para el estudio y definición de una Estrategia Nacional de Justicia.,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000006,154/000006
"Comisiones, subcomisiones y ponencias",Funciones de las Comisiones.,Subcomisión para el estudio de la reforma del Régimen Especial de Trabajadores por Cuenta Propia o Autónomos (RETA).,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XII&_iniciativas_id=154/000007,154/000007
